rawquery,intentlabel
"""need somthing reflective from viewpoint of forgotten object sitting untouched for years quietly observing human life changing around it""",creative_writing
"""i want somthing emotionally intense where someone finally says what they should have said years earlier but timing may already be too late""",creative_writing
"""need somthing with clever premium sounding vibe for luxury consumer product where current options all sound generic and forgettable""",creative_writing
"""want somthing mysterious where small ordinary town has one local rule everyone follows without question but newcomers slowly discover disturbing reason""",creative_writing
"""need somthing around academic burnout where exhausted student is balancing expectations fear comparison and silent pressure but still trying to keep going""",creative_writing
"""i want somthing playful involving person arguing with their own future self who keeps giving unhelpful vague warnings instead of useful details""",creative_writing
"""need somthing dramatic around courtroom tension where one unexpected recognition changes emotional dynamic instantly and nobody saw it coming""",creative_writing
"""want somthing comforting whimsical around celestial object feeling overshadowed by brighter counterpart until realizing its quiet importance to others""",creative_writing
"""need somthing around deep friendship damaged by one betrayal years ago where reunion conversation starts polite but unresolved tension leaks through slowly""",creative_writing
"""i want somthing creepy around long empty road where travelers keep reporting same strange encounter across decades with details matching too closely""",creative_writing
"""need somthing around inventor creating something world changing but realizing unintended consequences far too late and emotional conflict should feel intelligent""",creative_writing
"""want somthing around lonely night shift worker whose routine changes after repeated unexplained interaction that may or may not be real""",creative_writing
"""need somthing funny around human attempts to look productive during online meetings while actually dealing with ridiculous offscreen chaos""",creative_writing
"""i want somthing emotional around someone reading messages left behind by person they never got proper closure with and slowly understanding hidden meaning""",creative_writing
"""need somthing with adventurous youthful energy where ordinary boring day suddenly becomes beginning of something wildly unexpected and bigger than imagined""",creative_writing
"""want somthing bittersweet around success finally arriving after years of rejection but not feeling exactly the way the person imagined it would""",creative_writing
"""i need to write a mail to hr for leave tommorrow because i am not feeling well and i want it to sound polite and proper but i dont know how to phrase it without sounding too casual or too rude""",email
"""mail manager late login today because i was stuck in traffic and need to make it sound professional and not too short""",email
"""send apology email missed meeting and make it polite and short because i dont want it to sound awkward""",email
"""draft email for internship request because i want to apply and dont know the format or what to say first""",email
"""write formal mail for refund issue because product came damaged and i want a proper complaint with clear words""",email
"""need reply to client delay in project and make it sound respectful because i want to explain without sounding careless""",email
"""make email to teacher asking extension because i need more time for assignment and i want to sound polite""",email
"""write leave application for fever and make it sound proper for office because i need to send it soon""",email
"""email to team about meeting reschedule because timing changed and i need to inform everyone properly""",email
"""write follow up mail after interview because i havent got any response yet and i want to ask in polite way""",email
"""mail boss for work from home because i need one day due to family work and i want it to sound right""",email
"""write complaint email about delay and make it strong but polite because i want them to take it seriously""",email
"""send thank you email for interview and keep it short because i dont want to write too much""",email
"""email to customer about product issue and explain the problem clearly because i need them to understand""",email
"""need a mail to hr for salary slip because i have to submit it somewhere and i dont know how to ask""",email
"""my manager needs to know i wont be coming tommorrow becuase fever got worse since morning and im not sure how to phrase it professionally without sounding too dramatic or too casual""",email
"""i missed an important meeting with client becuase i completely messed up the timing conversion and now i need to say sorry properly in professional tone without sounding careless or irresponsible""",email
"""i need to ask someone senior at company if they would consider me for internship opportunity but i always sound awkward in formal communication so i need help phrasing this properly""",email
"""something i ordered arrived damaged with packaging already looking opened and suspicious so i need to communicate clearly that i want proper resolution without sounding unnecessarily aggressive""",email
"""its been more than week since my interview and total silence since then so i want to politely check status without sounding desperate impatient or annoying""",email
"""i need to let my manager know i may login late today becuase traffic is horrible plus vehicle issue happened and i want wording that sounds responsible not excuse making""",email
"""family emergency came up and i genuinely need extra time for academic submission but i dont know how to explain situation respectfully without sounding like fake excuse""",email
"""there is a delay in project delivery due to technical blockers and i need to communicate this to stakeholder in way that sounds accountable reassuring and professional""",email
"""i need to ask finance department for official salary documents from previous months for loan process and formal wording always makes me overthink everything""",email
"""my internet service has been unstable for days and support replies are useless copy pasted responses so i need to complain firmly but still professionally""",email
"""i accidentally missed scheduled discussion becuase phone issue happened and now i need to request another time slot without sounding careless""",email
"""i need to inform everyone that planned discussion timing changed due to scheduling conflict and message should be clear professional and not confusing""",email
"""my professor gave assignment deadline but due to genuine personal issue i need short extension and want to ask respectfully without sounding lazy""",email
"""i need to request recommendation from someone who taught me before and i dont know how to ask respectfully while giving enough context about why i need it""",email
"""there is some issue with my salary credit or payroll details and i need to ask hr for clarification in proper professional wording""",email
"""i need to politely remind someone that i still havent recieved files they said they would send and deadline is getting close so wording should not sound rude""",email
"""my account or payment issue needs escalation becuase normal support has not solved anything and i need firm but professional communication""",email
"""i need to thank interviewer for their time after discussion while also showing continued interest naturally without sounding overly robotic""",email
"""there was confusion in requirement discussion and i need written confirmation from client so team can proceed without ambiguity or later blame""",email
"""i need short permission for half day becuase personal appointment cannot be moved and i want wording that sounds respectful and professional""",email
"""i need to ask university administration for official document urgently for application process and dont know proper formal phrasing""",email
"""wrong product variant was delivered and i still want correct replacement rather than refund so i need to communicate that clearly""",email
"""i lost access card during travel and need replacement urgently while explaining situation properly without making it sound careless""",email
"""someone helped me significantly with difficult task and i want to properly appreciate them in professional tone without sounding overly emotional""",email
"""my grades seem unexpectedly low and i want respectful request to review evaluation without sounding accusatory or entitled""",email
"""there is repeated maintenance issue in apartment getting worse and i need to notify property owner clearly while staying polite""",email
"""i accepted another opportunity and now need to respectfully withdraw from ongoing hiring process without burning bridges""",email
"""tracking says parcel delivered but nothing actually arrived and i already checked nearby places so i need to report issue clearly""",email
"""payment got deducted for event registration but confirmation never came and i need to ask about status in formal wording""",email
"""i want to request short conversation with mentor for career guidance but dont know how to ask without sounding vague or random""",email
"""i entered incorrect banking details earlier and now need to request correction urgently in professional tone""",email
"""deadline is close and i need feedback from colleague on shared document but reminder should feel gentle not passive aggressive""",email
"""i need official invoice copy from previous hotel stay for reimbursement becuase original is missing and wording should sound proper""",email
"""my software subscription keeps failing activation with same repeated message and i need technical support escalation request phrased clearly""",email
"""family medical situation means i may need temporary flexibility in work timings and i want to communicate respectfully while sounding committed to responsibilities""",email
"""scholarship approval happened but payment still hasnt arrived and i need to politely ask administration what the delay is""",email
"""my team member deserves appreciation for helping me and i want short professional thank you note that doesnt sound fake""",email
"""i need confirmation whether some opening is still available becuase i recently became interested and want to express that professionally""",email
"""there was verbal discussion about feature changes but i need written confirmation so future implementation confusion doesnt happen""",email
"""i need prior travel receipts from airline support for reimbursement documentation and want formal clear wording""",email
"""some system portal numbers look confusing regarding available leave and i need clarification before making wrong assumption""",email
"""there is issue with utility or service in apartment complex happening repeatedly and i want to raise concern in firm but respectful way""",email
"""i need to explain delayed response to someone important becuase i was dealing with unexpected issue and now want to apologize professionally""",email
"""my mentor guided me throughout internship and i want to send sincere professional appreciation without sounding exaggerated""",email
"""i need to ask whether official proof of employment can be shared for verification process and wording should be formal""",email
"""financial statement copy is required urgently for visa or documentation purpose and i need to request it properly""",email
"""there was misunderstanding in scheduling and now i need to propose alternate time in polished professional wording""",email
"""i need to communicate that i wont be able to attend planned discussion due to unavoidable conflict but still want to stay respectful""",email
"""refund timeline already passed and no money returned yet so i need firm professional follow up asking for actual resolution""",email
"""i need to explain brief unexpected absence due to health issue while assuring pending responsibilities will be handled properly""",email
"""my manager needs to know that i wont be able to join office tommorrow becuase fever got much worse since today afternoon and i dont know how to phrase it professionally without sounding irresponsible or overly dramatic""",email
"""i completely messed up timezone conversion and missed an important discussion with client and now i need to apologize properly while also asking if another slot might be possible without sounding careless""",email
"""its been more than 10 days since interview and total silence after what seemed like positive conversation so i want to check status politely without sounding pushy needy or impatient""",email
"""family emergency happened unexpectedly and i need a little extra time for academic submission but im always terrible at sounding respectful in formal communication so i need help with wording""",email
"""the package i recieved looked already opened and product inside was damaged and support chatbot is useless so i need proper professional wording that clearly explains issue without sounding angry""",email
"""traffic plus sudden vehicle breakdown means i will probably be late logging in today and i need to communicate that in way that sounds responsible instead of like random excuse making""",email
"""i need to ask someone senior in company whether they might consider me for an opportunity becuase im interested but dont want to sound awkward desperate or badly formatted""",email
"""our project delivery may slip slightly becuase technical blocker appeared much later than expected and i need to communicate this carefully while still sounding accountable and professional""",email
"""finance team needs to provide official salary related documents for loan processing and formal communication always makes me overthink every word so i need something polished""",email
"""my internet provider keeps giving generic responses while service has been unstable for days and i need stronger wording that still remains professional instead of emotional rant""",email
"""phone issue caused me to miss planned conversation and now i need to explain situation respectfully while requesting another chance without sounding careless or flaky""",email
"""timing for internal discussion changed due to scheduling conflict and i need to inform everyone clearly so nobody shows up at wrong time or gets confused""",email
"""i need official recommendation from someone who knows my work but asking for these things always feels uncomfortable and i need respectful wording with enough context""",email
"""there seems to be some payroll confusion and amount doesnt look right but i want to raise concern professionally without sounding accusatory before understanding what happened""",email
"""someone promised to send important documents earlier and deadline is now getting close so i need gentle reminder wording that doesnt come across passive aggressive""",email
"""support issue has not been resolved after multiple attempts and now it clearly needs escalation but i still want wording that sounds firm and professional""",email
"""after speaking with hiring team i want to express appreciation while also showing continued interest naturally without sounding robotic or fake corporate""",email
"""our team discussed feature changes verbally but before development continues i need written confirmation so expectations dont shift later and create confusion""",email
"""i need short professional wording asking for permission to be unavailable for part of the day becuase personal appointment cant be moved""",email
"""some official university document is urgently needed for application process and i dont know how to phrase request in way that sounds formal but still human""",email
"""wrong item variant arrived but i actually still want correct one instead of money back and need to communicate that clearly without unnecessary confusion""",email
"""my access badge got lost during travel and i urgently need replacement becuase getting into workplace is now problem and wording should sound responsible""",email
"""someone helped me massively during stressful work task and i want to express appreciation in polished professional way without sounding overly emotional""",email
"""evaluation results looked surprisingly lower than expected and i want respectful wording asking whether review is possible without sounding entitled or argumentative""",email
"""maintenance issue in apartment has gotten worse and earlier informal mentions didnt lead anywhere so now i need clearer professional communication""",email
"""i accepted another opportunity after already being in hiring discussions elsewhere and want to communicate that respectfully without damaging relationship""",email
"""tracking says shipment was delivered but nothing actually reached me and i already checked with neighbors so i need clear professional wording about missing delivery""",email
"""payment got deducted for event registration but no confirmation arrived and now im unsure whether booking actually exists so i need formal clarification request""",email
"""i would like brief guidance conversation with someone experienced but dont know how to ask respectfully without sounding vague random or time wasting""",email
"""incorrect financial details were submitted earlier by mistake and now urgently need correction before processing continues so wording should be clear professional and responsible""",email
"""deadline is approaching and i still havent recieved feedback needed to move forward so i need polite reminder wording that doesnt create friction""",email
"""i lost official invoice from previous stay and reimbursement team requires it urgently so i need formal wording requesting duplicate copy""",email
"""software service keeps failing with same activation problem despite retries and i need technical escalation wording that clearly explains repeated issue""",email
"""temporary family medical situation may require slight flexibility in work timing for few days and i need respectful wording that still shows commitment to responsibilities""",email
"""approved financial support has still not reflected after long wait and i need polite but clear wording asking what the delay is""",email
"""someone mentored me throughout difficult internship period and i want sincere professional appreciation wording that doesnt sound exaggerated or fake""",email
"""i want to check whether previously discussed opening is still available becuase my circumstances changed recently and now im interested again""",email
"""there was misunderstanding around scheduling and now i need polished wording suggesting alternate time without sounding disorganized""",email
"""i need official proof of employment for verification purpose and dont know the right professional wording for requesting such document""",email
"""previous travel related receipts are needed urgently for reimbursement documentation and i need formal clear request wording""",email
"""leave balance numbers in internal portal look confusing and before making assumptions i need professional wording asking for clarification""",email
"""i need to explain delayed response to someone important becuase unexpected personal issue happened and i dont want to seem disrespectful""",email
"""a shared service issue keeps affecting residents repeatedly and informal complaints havent helped so now stronger but still professional wording is needed""",email
"""i need to communicate brief unexpected absence due to health issue while also reassuring pending responsibilities will still be handled""",email
"""refund timeline already passed and money still hasnt returned so i need firm follow up wording that sounds professional not emotional""",email
"""there was confusion in payment processing and i need clear explanation from relevant team without sounding like im accusing them immediately""",email
"""i need to politely ask whether required verification process can be completed faster becuase external deadline is approaching and delay creates serious issue""",email
"""someone senior agreed to review my profile earlier and i havent heard back in long time so i need respectful follow up wording""",email
"""i need to communicate that i cannot attend planned discussion due to unavoidable conflict but still want to sound respectful and responsible""",email
"""important shared materials never reached me and now im blocked from progressing so i need wording that politely communicates urgency without sounding rude""",email
"""sum article short plz because i dont have time to read full thing and just need the main point and some quick idea""",summarization
"""summarize this long report in few lines but keep only main idea because i need fast version""",summarization
"""can u short this news article because its too long for me and i only want the main parts""",summarization
"""give me tldr of this blog post and keep it simple because i want quick understanding""",summarization
"""make this chapter summary because i need quick revision and dont want full details""",summarization
"""shorten this paragraph but keep meaning same and dont change much because i still need the core idea""",summarization
"""summarize lecture notes simple because i am preparing for exam and dont have time for full notes""",summarization
"""give quick summary of meeting notes because i missed some parts and need to know what happened""",summarization
"""need short version of this pdf content and just important points because full thing is too much""",summarization
"""compress this text into 5 lines or less because i need very short version""",summarization
"""summarize this story in short because i want quick recap and dont need all the details""",summarization
"""short summary of article pls i just need main thing and nothing extra""",summarization
"""make bullet summary of this content so i can read fast because i want simple points only""",summarization
"""give recap of this meeting because i want to know what happened and who said what""",summarization
"""summary this paper very short and easy to understand because i need simple version""",summarization
"""this report is insanely long and i have meeting in like 20 mins and genuinely cannot read all these pages so i only need the key findings major decisions and anything actually important to sound informed""",summarization
"""someone sent me huge wall of meeting notes with side conversations repeated points and random comments and i just need what actually happened what got decided and what actions matter""",summarization
"""this research paper is packed with technical jargon and long explanations and i mostly need the core takeaway main findings and why it matters in simpler shorter form""",summarization
"""i found this long article while researching but honestly the writer keeps rambling around same points and i only care about the main argument and useful takeaways""",summarization
"""these lecture notes are ridiculously detailed and exam is close so i need only the most important concepts key facts and revision friendly version not full depth""",summarization
"""this business document has way too much detail for what i need right now and i only want the important updates numbers risks and overall conclusion quickly""",summarization
"""someone shared full webinar transcript but i dont have energy to go through pages of conversation so i just need the meaningful points and practical insights""",summarization
"""this policy document is written in painfully formal language with endless clauses and i only need plain language version of what actually matters""",summarization
"""i have this customer feedback dump with hundreds of comments and i dont need every single message just the common themes repeated complaints and major requests""",summarization
"""this chapter takes forever to get to the point with examples stories and background and i only need the core concepts worth remembering for revision""",summarization
"""my teammate sent giant project documentation and i need quick orientation about architecture flow responsibilities and important technical decisions not every implementation detail""",summarization
"""this article compares multiple products across endless paragraphs and i only care about major differences strongest pros cons and practical conclusion""",summarization
"""i have long interview transcript and most of it is filler conversation so i only need important statements useful insights and major discussion points""",summarization
"""this economics explanation is taking too long to read and i mainly need the central idea major reasoning and essential examples in much smaller digestible form""",summarization
"""these brainstorming notes are chaotic with half formed ideas and repeated thoughts and i need the real action items themes and unresolved questions pulled out clearly""",summarization
"""this legal agreement looks massive and overwhelming and before i spend forever reading i just need basic understanding of obligations restrictions and important conditions""",summarization
"""the article itself may be useful but im short on time and mostly need the central message plus maybe few supporting points without all the storytelling around it""",summarization
"""these study notes are my own but way too messy and detailed now and i need a compact cleaner version that keeps important learning points only""",summarization
"""this market analysis report goes deep into every segment and i only need big trends opportunities risks and conclusion before upcoming discussion""",summarization
"""there is giant support issue log here and im trying to quickly understand what patterns are repeating rather than reading each individual case one by one""",summarization
"""this chapter from textbook spends ages explaining context and history and i only need the practical conceptual parts likely relevant for assessment""",summarization
"""someone pasted huge discussion thread into chat and i joined late so i only need enough context to know what decisions happened and where things currently stand""",summarization
"""this whitepaper may be important but the language is dense and slow and i need a much lighter version focused on central ideas not every technical nuance""",summarization
"""my manager forwarded long update from leadership and i mostly need strategic decisions timeline changes and key announcements without reading full essay""",summarization
"""this product requirement document is enormous and before development starts i need only the critical requirements constraints and expected behavior overview""",summarization
"""there is long academic explanation here but i just want the actual concept in easier smaller form becuase current wording makes my brain tired""",summarization
"""these customer interview notes are long and repetitive and i need high level insights pain points desires and recurring patterns for product discussion""",summarization
"""this biography section includes lots of side details but i only care about major life events turning points and important timeline moments""",summarization
"""i missed class and got somebody elses very detailed notes but i need cleaner essential version that tells me what matters without all the side commentary""",summarization
"""this company handbook is huge and i only need important employee rules expectations and practical things i should actually know right now""",summarization
"""this podcast transcript is massive and i wont realistically read full thing so i only need main insights major opinions and worthwhile takeaways""",summarization
"""there are many pages of survey responses and i just need common sentiment themes major frustrations and notable positive patterns""",summarization
"""this technical tutorial explanation goes deeper than i need right now and i mainly want the practical flow and most important concepts in smaller form""",summarization
"""the discussion notes here are extremely wordy and i need clear extraction of decisions responsibilities and next steps before project sync""",summarization
"""this opinion piece uses lots of rhetorical examples and storytelling but i only need what position the author is actually arguing and why""",summarization
"""my revision material became too bloated over time and i need a trimmed version that still preserves what is exam relevant""",summarization
"""this feature comparison breakdown is long and exhausting and i mostly need final tradeoffs and what differentiates options clearly""",summarization
"""there is giant internal communication thread and i need practical digest of who said what that actually changes our work""",summarization
"""this startup pitch deck text explanation is longer than necessary and i only need the problem solution market and business idea essentials""",summarization
"""i have giant project retrospective notes and mostly need top lessons mistakes wins and important improvement actions rather than full narrative""",summarization
"""this science article includes detailed background methods and discussion but i only need the actual discovery plus why it matters in simple terms""",summarization
"""someone dumped entire conference notes here and i just want strongest insights recurring themes and notable announcements quickly""",summarization
"""the handbook chapter is useful but way too long for quick prep so i need compressed version focused on memorable essentials""",summarization
"""there are pages of financial update details but i only care about big numbers major concerns and future direction without deep accounting detail""",summarization
"""this long explanatory document has repeated points in different wording and i need only unique important ideas cleaned up into efficient form""",summarization
"""these planning discussion logs are messy and i only need final agreed direction responsibilities and unresolved blockers""",summarization
"""this product review article keeps repeating impressions across sections and i mostly need concise judgment around strengths weaknesses and recommendation""",summarization
"""there is long case study narrative here but im interested mainly in problem approach outcome and lessons learned""",summarization
"""this educational content is much more verbose than necessary for me right now and i only need distilled understanding of main topic""",summarization
"""my friend sent pages of event notes and i just need short version of what happened important announcements and anything requiring action from me""",summarization
"""i have meeting with leadership in like 15 mins and someone just dumped massive discussion notes from earlier sessions into my inbox and there is absolutely no way i can read all that in time so i only need the actual decisions action items and anything important i should not miss""",summarization
"""this research document is insanely long full of technical language charts explanations and repeated details and i mostly just need the actual findings and why they matter becuase reading whole thing right now is impossible""",summarization
"""my teammate sent giant wall of messy notes from client discussion with random comments side conversations and duplicate points and i only need what client actually asked for what changed and whats urgent""",summarization
"""i missed class today and friend sent pages and pages of handwritten style typed notes that are all over the place and i just need the essential stuff worth knowing before next lecture""",summarization
"""this legal agreement looks terrifyingly long and full of complicated wording and before spending an hour on it i mainly need to know the important obligations restrictions and risky parts""",summarization
"""someone shared complete webinar transcript with every hello joke side conversation and i honestly dont care about all that i just need the useful takeaways and major discussion points""",summarization
"""my manager forwarded huge internal update from leadership and i dont have patience or time to read every paragraph so i only need what actually changes for our team and anything requiring action""",summarization
"""this textbook chapter spends forever giving history examples background and repeated explanations and exam is close so i only need the actual concepts that matter for remembering""",summarization
"""there are hundreds of customer comments from feedback form and reading one by one sounds miserable so i mostly need common complaints repeated patterns and any strong positive themes""",summarization
"""i found article that looked useful for research but author keeps going in circles repeating same argument with different wording and i just need the central point plus supporting ideas""",summarization
"""this technical documentation dump is huge and i joined project late so i mostly need enough context to understand architecture major components and whats currently going on""",summarization
"""someone pasted entire discussion thread with like 200 messages and i joined halfway so i only need what decisions happened where people disagreed and current status""",summarization
"""there is giant product comparison breakdown with endless details and i honestly only care which options stand out what tradeoffs matter and overall practical conclusion""",summarization
"""this scientific explanation might be useful but the language is so dense that i keep rereading same paragraph without understanding much so i need a much lighter version focused on actual meaning""",summarization
"""my own study notes became ridiculously bloated becuase i kept adding everything and now revising from them feels impossible so i need only the important parts in cleaner digestible form""",summarization
"""there is long investor related update full of numbers commentary context and strategic talk and i mostly need the major business changes concerns and future direction""",summarization
"""i have giant transcript from interview conversation and most of it is casual filler so i only care about meaningful insights notable statements and things actually worth remembering""",summarization
"""this market analysis report is so unnecessarily detailed that i feel exhausted looking at it and mostly need trends opportunities risks and what overall conclusion they reached""",summarization
"""someone sent support ticket export with tons of issue logs and im trying to understand patterns not read every complaint manually one by one""",summarization
"""this academic paper includes methodology details formulas references and all kinds of heavy material but i mostly need the actual discovery and practical meaning""",summarization
"""our brainstorming notes are total chaos with half formed ideas random tangents repeated thoughts and no structure so i need actual useful outcomes extracted from the mess""",summarization
"""i have long training handbook to review before tomorrow but realistically cannot read entire thing tonight so i mostly need the most important practical rules and concepts""",summarization
"""there is giant case study narrative with lots of storytelling around the situation but i mainly care about problem approach outcome and lessons learned""",summarization
"""someone sent full conference notes with every session detail but i only need strongest insights important announcements and anything people will likely discuss later""",summarization
"""this economics article keeps layering background explanation after explanation and i mostly need the central idea and why people care about it""",summarization
"""our retrospective notes from project are way too long and emotional with repeated discussions and i just need actual lessons mistakes wins and concrete next actions""",summarization
"""there is giant company policy handbook and before i waste hours on it i mainly need the practical rules employees should actually remember""",summarization
"""i have giant educational explanation in front of me and while it may be useful eventually right now i just need the core understanding without all the extra detail""",summarization
"""somebody dumped podcast transcript into our shared doc and i definitely am not reading all that so i mostly need strongest insights opinions and actionable takeaways""",summarization
"""there are dozens of survey responses from users and i need broad sentiment understanding recurring pain points and what themes appear most often""",summarization
"""this feature requirement document is huge and before implementation starts i only need the critical expectations constraints and high level behavior overview""",summarization
"""i got huge travel experience writeup from friend and while entertaining its way too long and i mostly need useful recommendations warnings and standout places""",summarization
"""there is long biography chapter with endless personal details but i mainly need important timeline moments major life events and turning points""",summarization
"""this comparison between software tools is exhausting to read and i mostly care about meaningful differences practical strengths weaknesses and best fit use cases""",summarization
"""i have giant internal planning discussion log and mostly need final agreed direction open blockers and who is responsible for what""",summarization
"""this educational resource clearly means well but its way too verbose and i need just the essential conceptual understanding without losing actual meaning""",summarization
"""someone gave me pages of meeting notes before call and i only need enough context to not sound clueless when people start discussing earlier decisions""",summarization
"""this product review breakdown spends ages describing tiny details and i mostly need overall judgment strongest positives biggest negatives and buying conclusion""",summarization
"""there is giant compliance related document full of formal language and before i dive deep i just need to know what important obligations or warnings exist""",summarization
"""i missed important strategy session and only have messy exported chat logs from participants so i need meaningful conclusions and major discussion themes extracted""",summarization
"""this historical explanation is long and detailed but i mainly need the major events causes and consequences without getting lost in smaller side details""",summarization
"""someone shared pages of handwritten converted notes and they are difficult to follow so i need cleaner understanding of what actually matters in them""",summarization
"""there is large dataset commentary report and i dont care about every observation just biggest patterns strange findings and major conclusions""",summarization
"""my teammate documented implementation journey in painful detail but i only need enough understanding to continue work without rereading their entire thought process""",summarization
"""there are many pages of community discussion around proposed change and i mostly need where consensus exists what concerns dominate and what remains unresolved""",summarization
"""this business proposal includes too much persuasive wording and fluff and i mainly need actual business idea risks assumptions and opportunity in simpler form""",summarization
"""there is giant document around policy changes and i only need what changed from before and what directly affects day to day work""",summarization
"""i have giant academic lecture transcript and while complete detail may be useful later right now i only need enough understanding for quick revision""",summarization
"""somebody sent full product launch debrief with excessive detail and i mostly care what went right what failed and what should be improved next time""",summarization
"""this long explanatory article probably has useful information but current wording is exhausting and i mainly need the actual insights in much more digestible form""",summarization
"""ta structures becuase bfs dfs shortest path all seem like huge topic and i dont know where beginner starts""",learning
"""please explain computer memory hierarchy becuase cache ram storage registers all blur together and i need clean conceptual learning""",learning
"""help me learn prompt engineering practically becuase everyone talks about it now but i dont know what real skills are involved""",learning
"""wanna learn recursion dont get it at all and need step by step explanation with simple example because all examples i saw are confusing""",learning
"""teach me sql from basic because i know nothing and want start from zero and understand slowly""",learning
"""explain oops concepts in easy way because the terms are confusing me and i keep forgetting them""",learning
"""i want to study machine learning from start but i dont know where to begin and what topic comes first""",learning
"""help me understand pointers because i keep mixing it up and every explanation feels too fast""",learning
"""show step by step how binary search works and explain why it is used because i want to learn properly""",learning
"""i dont understand probability help me learn it simple because i am very weak in it""",learning
"""teach me grammar rules simple because i keep making mistakes and i want to improve""",learning
"""how to learn english speaking fast because i need to improve soon and i dont know best way""",learning
"""i want notes on photosynthesis because i forgot everything from school and need to study again""",learning
"""explain inheritance with example and make it easy because i want to understand the idea clearly""",learning
"""teach me python list basics because i am new and i keep getting confused with syntax""",learning
"""help me learn statistics from scratch with simple words because i dont know where to begin""",learning
"""i am confused with loops explain how they work because i keep mixing while and for""",learning
"""how to study dsa properly because i get lost after some topics and dont know how to continue""",learning
"""im completely confused by recursion becuase every example starts okay then suddenly functions are calling themselves and stack stuff comes in and i lose the whole idea so i need this concept broken down slowly from absolute zero""",learning
"""sql has been on my list forever but whenever i open resources they assume i already know databases tables joins and random terms so i need a very beginner friendly path starting from basically nothing""",learning
"""object oriented concepts always get mixed in my head like inheritance encapsulation polymorphism all sound familiar but never fully click so i need a simple step by step understanding that actually sticks""",learning
"""machine learning seems interesting but honestly overwhelming becuase everyone throws words like preprocessing models training features evaluation all at once and i dont know what should mentally come first""",learning
"""pointers in c absolutely destroy my confidence becuase i see stars ampersands memory addresses and everything becomes blurry so i need a painfully simple conceptual walkthrough""",learning
"""binary search is something i memorized once for interview but if you ask me why it works i would probably fail badly so i need the actual thinking process behind it not just memorized logic""",learning
"""probability has always been weak area for me and formulas make me panic before even trying so i need the intuition first with very simple examples before any math heavy stuff""",learning
"""english grammar mistakes keep happening in my writing and speaking and random rules never stay in memory so i need some structured way to actually improve instead of guessing""",learning
"""i can read english decently but speaking confidently is different story becuase my brain freezes while forming sentences so i need practical improvement approach not generic motivation""",learning
"""photosynthesis is one of those school topics i technically studied but forgot almost everything except vague sunlight plant memories so i need clean conceptual rebuild from basics""",learning
"""statistics terms like variance distribution deviation correlation all blur together in my head and every explanation feels abstract so i need grounded understanding from very basic level""",learning
"""networking concepts keep showing up like dns ip tcp udp routers packets and i know random fragments but no coherent picture of how internet communication actually fits together""",learning
"""javascript keeps confusing me becuase there are too many concepts like closures callbacks promises async behavior variable scope and i dont know what order makes sense for understanding""",learning
"""database normalization keeps sounding way more scary than maybe it actually is and all the forms with numbered rules make it confusing so i need conceptual clarity without jargon overload""",learning
"""cloud concepts like servers deployment virtual machines containers managed services all feel like giant buzzword soup and i need a structured beginner understanding""",learning
"""linux terminal feels intimidating becuase windows background made me rely on clicking everything and now simple command line tasks make me nervous so i need practical onboarding""",learning
"""operating system topics like processes threads scheduling memory management synchronization all start mixing together after few minutes so i need these concepts organized clearly""",learning
"""calculus is becoming problem becuase my maths base is shaky and jumping directly into derivatives formulas doesnt help so i need intuitive progression from simpler building blocks""",learning
"""system design discussions look like giant diagrams with arrows and scaling terms and i dont even know prerequisites needed before understanding those conversations""",learning
"""web layout concepts confuse me becuase things look okay until responsiveness positioning alignment and spacing issues appear then i realize i never understood fundamentals properly""",learning
"""cybersecurity feels important but resources either go too advanced or too fear based and i just need practical foundational understanding of common threats and protections""",learning
"""blockchain explanations always start with dramatic claims or weird jargon and i still dont actually get the underlying concept clearly enough to explain it myself""",learning
"""supervised unsupervised reinforcement categories sound easy until examples start overlapping and then i lose confidence in what belongs where and why""",learning
"""data structure choice confuses me becuase arrays lists maps sets queues stacks all seem useful but i dont build intuition for when each one makes sense""",learning
"""interview problem solving feels impossible becuase watching solutions makes sense after the fact but starting from blank screen destroys me and i need better thinking framework""",learning
"""compiler related topics feel extremely theoretical with lexical parsing syntax semantic phases and i dont know how these parts connect into actual bigger picture""",learning
"""request response authentication headers tokens endpoints all these web communication ideas are things i use by copying examples but conceptual understanding is weak""",learning
"""economics concepts like inflation gdp interest rates supply demand recession all appear in news constantly but my understanding is embarrassingly shallow""",learning
"""regex patterns genuinely look like keyboard smash magic and i need someone to slowly decode how to mentally read and build them instead of blindly copying""",learning
"""spreadsheet tools are expected at work but beyond basic typing i feel underprepared with formulas filtering lookup style operations and dont know progression path""",learning
"""neural network discussions quickly become math heavy and i lose track of actual intuition behind what layers weights and activations are doing conceptually""",learning
"""memory behavior in programming confuses me becuase copying variables sometimes creates independent values and sometimes weird shared changes happen unexpectedly""",learning
"""time complexity kind of makes sense in simple cases but then comparisons between approaches become confusing and i lose intuition around what efficient actually means""",learning
"""login related web concepts overlap badly in my head like sessions cookies tokens authentication authorization and i need clean separation of these ideas""",learning
"""testing terminology keeps appearing in software contexts like unit integration regression smoke acceptance and i vaguely know words but not practical distinctions""",learning
"""computer hardware concepts like cpu cache registers ram storage buses and instruction flow never formed a clean mental model for me""",learning
"""graphs in algorithms feel like giant intimidating topic with traversals shortest paths weighted unweighted representations and i dont know entry point""",learning
